,PUBMEDID,TITLE,AUTHORS,PUBICATION,PUBDATE,PUBYEAR
2545,24590405,Sleep disorders in spinal and bulbar muscular atrophy (Kennedy's disease): a controlled polysomnographic and self-reported questionnaires study.,"Romigi A, Liguori C, Placidi F, Albanese M, Izzi F, Uasone E, Terracciano C, Marciani MG, Mercuri NB, Ludovisi R, Massa R.",J Neurol. 2014 May;261(5):889-93. doi: 10.1007/s00415-014-7293-z. Epub 2014 Mar 4.,3/5/2014,2014
2548,24674145,Neuropathological staging of spinocerebellar ataxia type 2 by semiquantitative 1C2-positive neuron typing. Nuclear translocation of cytoplasmic 1C2 underlies disease progression of spinocerebellar ataxia type 2.,"Koyano S, Yagishita S, Kuroiwa Y, Tanaka F, Uchihara T.",Brain Pathol. 2014 Nov;24(6):599-606. doi: 10.1111/bpa.12146. Epub 2014 May 28.,3/29/2014,2014
2551,24703738,"[Epidemiology, clinical spectrum of ALS and differential diagnoses].","Couratier P, Marin B, Lautrette G, Nicol M, Preux PM.",Presse Med. 2014 May;43(5):538-48. doi: 10.1016/j.lpm.2014.02.013. Epub 2014 Apr 3. French.,4/8/2014,2014
2555,24742193,Antiandrogen flutamide protects male mice from androgen-dependent toxicity in three models of spinal bulbar muscular atrophy.,"Renier KJ, Troxell-Smith SM, Johansen JA, Katsuno M, Adachi H, Sobue G, Chua JP, Sun Kim H, Lieberman AP, Breedlove SM, Jordan CL.",Endocrinology. 2014 Jul;155(7):2624-34. doi: 10.1210/en.2013-1756. Epub 2014 Apr 17.,4/20/2014,2014
2559,24742458,Muscle expression of mutant androgen receptor accounts for systemic and motor neuron disease phenotypes in spinal and bulbar muscular atrophy.,"Cortes CJ, Ling SC, Guo LT, Hung G, Tsunemi T, Ly L, Tokunaga S, Lopez E, Sopher BL, Bennett CF, Shelton GD, Cleveland DW, La Spada AR.",Neuron. 2014 Apr 16;82(2):295-307. doi: 10.1016/j.neuron.2014.03.001.,4/20/2014,2014
2563,24742452,Muscle matters in Kennedy's disease.,"Rinaldi C, Bott LC, Fischbeck KH.",Neuron. 2014 Apr 16;82(2):251-3. doi: 10.1016/j.neuron.2014.04.005.,4/20/2014,2014
2567,24746732,Peripheral androgen receptor gene suppression rescues disease in mouse models of spinal and bulbar muscular atrophy.,"Lieberman AP, Yu Z, Murray S, Peralta R, Low A, Guo S, Yu XX, Cortes CJ, Bennett CF, Monia BP, La Spada AR, Hung G.",Cell Rep. 2014 May 8;7(3):774-84. doi: 10.1016/j.celrep.2014.02.008. Epub 2014 Apr 16.,4/22/2014,2014
2570,24759840,Brugada syndrome in spinal and bulbar muscular atrophy.,"Araki A, Katsuno M, Suzuki K, Banno H, Suga N, Hashizume A, Mano T, Hijikata Y, Nakatsuji H, Watanabe H, Yamamoto M, Makiyama T, Ohno S, Fukuyama M, Morimoto S, Horie M, Sobue G.",Neurology. 2014 May 20;82(20):1813-21. doi: 10.1212/WNL.0000000000000434. Epub 2014 Apr 23.,4/25/2014,2014
2573,24785145,[SBMA: a rare disease but a classic ALS mimic syndrome].,Pradat PF.,Presse Med. 2014 May;43(5):580-6. doi: 10.1016/j.lpm.2014.03.005. Epub 2014 Apr 29. French.,5/3/2014,2014
2577,24814851,Correlation of clinical and molecular features in spinal bulbar muscular atrophy.,"Fratta P, Nirmalananthan N, Masset L, Skorupinska I, Collins T, Cortese A, Pemble S, Malaspina A, Fisher EM, Greensmith L, Hanna MG.",Neurology. 2014 Jun 10;82(23):2077-84. doi: 10.1212/WNL.0000000000000507. Epub 2014 May 9.,5/13/2014,2014
2580,24816443,Polyglutamine (PolyQ) diseases: genetics to treatments.,"Fan HC, Ho LI, Chi CS, Chen SJ, Peng GS, Chan TM, Lin SZ, Harn HJ.",Cell Transplant. 2014;23(4-5):441-58. doi: 10.3727/096368914X678454. Review.,5/13/2014,2014
2583,24872216,Kennedy disease with biphasic clinical course and rapid progression.,"Rodríguez Cruz PM, Pérez Sánchez JR, Catalina Álvarez I, Traba López A, Muñoz Blanco JL.",J Clin Neuromuscul Dis. 2014 Jun;15(4):164-6. doi: 10.1097/CND.0000000000000030.,5/30/2014,2014
2587,24876969,Assessing function and endurance in adults with spinal and bulbar muscular atrophy: validity of the adult myopathy assessment tool.,"Harris-Love MO, Fernandez-Rhodes L, Joe G, Shrader JA, Kokkinis A, La Pean Kirschner A, Auh S, Chen C, Li L, Levy E, Davenport TE, Di Prospero NA, Fischbeck KH.",Rehabil Res Pract. 2014;2014:873872. doi: 10.1155/2014/873872. Epub 2014 May 5.,5/31/2014,2014
2590,24894177,Myopathic involvement and mitochondrial pathology in Kennedy disease and in other motor neuron diseases.,"Orsucci D, Rocchi A, Caldarazzo Ienco E, Alì G, LoGerfo A, Petrozzi L, Scarpelli M, Filosto M, Carlesi C, Siciliano G, Bonuccelli U, Mancuso M.",Curr Mol Med. 2014;14(5):598-602. Review.,6/5/2014,2014
2594,24898351,Endoplasmic reticulum stress in spinal and bulbar muscular atrophy: a potential target for therapy.,"Montague K, Malik B, Gray AL, La Spada AR, Hanna MG, Szabadkai G, Greensmith L.",Brain. 2014 Jul;137(Pt 7):1894-906. doi: 10.1093/brain/awu114. Epub 2014 Jun 4.,6/6/2014,2014
2598,24925468,Stem cell-derived motor neurons from spinal and bulbar muscular atrophy patients.,"Grunseich C, Zukosky K, Kats IR, Ghosh L, Harmison GG, Bott LC, Rinaldi C, Chen KL, Chen G, Boehm M, Fischbeck KH.",Neurobiol Dis. 2014 Oct;70:12-20. doi: 10.1016/j.nbd.2014.05.038. Epub 2014 Jun 9.,6/14/2014,2014
2602,24990484,A model in which heat shock protein 90 targets protein-folding clefts: rationale for a new approach to neuroprotective treatment of protein folding diseases.,"Pratt WB, Morishima Y, Gestwicki JE, Lieberman AP, Osawa Y.",Exp Biol Med (Maywood). 2014 Nov;239(11):1405-13. doi: 10.1177/1535370214539444. Epub 2014 Jul 2. Review.,7/6/2014,2014
2606,25036750,Accelerated neuronal differentiation toward motor neuron lineage from human embryonic stem cell line (H9).,"Lu D, Chen EY, Lee P, Wang YC, Ching W, Markey C, Gulstrom C, Chen LC, Nguyen T, Chin WC.",Tissue Eng Part C Methods. 2015 Mar;21(3):242-52. doi: 10.1089/ten.TEC.2013.0725. Epub 2014 Aug 25.,7/19/2014,2014
2610,25047668,Early onset and novel features in a spinal and bulbar muscular atrophy patient with a 68 CAG repeat.,"Grunseich C, Kats IR, Bott LC, Rinaldi C, Kokkinis A, Fox D, Chen KL, Schindler AB, Mankodi AK, Shrader JA, Schwartz DP, Lehky TJ, Liu CY, Fischbeck KH.",Neuromuscul Disord. 2014 Nov;24(11):978-81. doi: 10.1016/j.nmd.2014.06.441. Epub 2014 Jul 3.,7/23/2014,2014
2613,25073774,Fasciculations in human hereditary disease.,"Finsterer J, Aliyev R.",Acta Neurol Belg. 2015 Jun;115(2):91-5. doi: 10.1007/s13760-014-0335-6. Epub 2014 Jul 30. Review.,7/31/2014,2014
2617,25075304,Yeast Augmented Network Analysis (YANA): a new systems approach to identify therapeutic targets for human genetic diseases.,"Wiley DJ, Juan I, Le H, Cai X, Baumbach L, Beattie C, D'Urso G.",F1000Res. 2014;3:121. doi: 10.12688/f1000research.4188.1.,7/31/2014,2014
2620,25078541,Diversity in the androgen receptor CAG repeat has been shaped by a multistep mutational mechanism.,"Santos D, Pimenta J, Wong VC, Amorim A, Martins S.",Am J Med Genet B Neuropsychiatr Genet. 2014 Oct;165B(7):581-6. doi: 10.1002/ajmg.b.32261. Epub 2014 Jul 31.,8/1/2014,2014
2624,25108912,Polyglutamine-expanded androgen receptor interferes with TFEB to elicit autophagy defects in SBMA.,"Cortes CJ, Miranda HC, Frankowski H, Batlevi Y, Young JE, Le A, Ivanov N, Sopher BL, Carromeu C, Muotri AR, Garden GA, La Spada AR.",Nat Neurosci. 2014 Sep;17(9):1180-9. doi: 10.1038/nn.3787. Epub 2014 Aug 10.,8/12/2014,2014
2628,25122660,Synergic prodegradative activity of Bicalutamide and trehalose on the mutant androgen receptor responsible for spinal and bulbar muscular atrophy.,"Giorgetti E, Rusmini P, Crippa V, Cristofani R, Boncoraglio A, Cicardi ME, Galbiati M, Poletti A.",Hum Mol Genet. 2015 Jan 1;24(1):64-75. doi: 10.1093/hmg/ddu419. Epub 2014 Aug 13.,8/15/2014,2014
2631,25122201,Bulbar muscle MRI changes in patients with SMA with reduced mouth opening and dysphagia.,"Wadman RI, van Bruggen HW, Witkamp TD, Sparreboom-Kalaykova SI, Stam M, van den Berg LH, Steenks MH, van der Pol WL.",Neurology. 2014 Sep 16;83(12):1060-6. doi: 10.1212/WNL.0000000000000796. Epub 2014 Aug 13.,8/15/2014,2014
2634,25157508,CLEARance wars: PolyQ strikes back.,"Yang XW, Yamamoto A.",Nat Neurosci. 2014 Sep;17(9):1140-2. doi: 10.1038/nn.3793.,8/27/2014,2014
2637,25168383,Pioglitazone suppresses neuronal and muscular degeneration caused by polyglutamine-expanded androgen receptors.,"Iida M, Katsuno M, Nakatsuji H, Adachi H, Kondo N, Miyazaki Y, Tohnai G, Ikenaka K, Watanabe H, Yamamoto M, Kishida K, Sobue G.",Hum Mol Genet. 2015 Jan 15;24(2):314-29. doi: 10.1093/hmg/ddu445. Epub 2014 Aug 28.,8/30/2014,2014
2640,25182772,Analysis of the conformation of the androgen receptor in spinal bulbar muscular atrophy by atomic force microscopy.,"Jochum T, Cato AC.",Methods Mol Biol. 2014;1204:197-204. doi: 10.1007/978-1-4939-1346-6_17.,9/4/2014,2014
2643,25190502,Potential therapeutic targets in polyglutamine-mediated diseases.,"Katsuno M, Watanabe H, Yamamoto M, Sobue G.",Expert Rev Neurother. 2014 Oct;14(10):1215-28. doi: 10.1586/14737175.2014.956727. Epub 2014 Sep 4. Review.,9/6/2014,2014
2647,25191203,The use of sugammadex in a patient with Kennedy's disease under general anesthesia.,"Takeuchi R, Hoshijima H, Doi K, Nagasaka H.",Saudi J Anaesth. 2014 Jul;8(3):418-20. doi: 10.4103/1658-354X.136640.,9/6/2014,2014
2651,25292434,Targeting Hsp90/Hsp70-based protein quality control for treatment of adult onset neurodegenerative diseases.,"Pratt WB, Gestwicki JE, Osawa Y, Lieberman AP.",Annu Rev Pharmacol Toxicol. 2015;55:353-71. doi: 10.1146/annurev-pharmtox-010814-124332. Epub 2014 Sep 25. Review.,10/9/2014,2014
2655,25374767,Head and Arm Tremor in X-linked Spinal and Bulbar Muscular Atrophy.,"Aicua I, Verhagen O, Arenaza N, Cubo E.",Tremor Other Hyperkinet Mov (N Y). 2014;4:265. doi: 10.7916/D8959FVJ.,11/7/2014,2014
2659,25392924,Human adipose-derived mesenchymal stem cells as a new model of spinal and bulbar muscular atrophy.,"Dossena M, Bedini G, Rusmini P, Giorgetti E, Canazza A, Tosetti V, Salsano E, Sagnelli A, Mariotti C, Gellera C, Navone SE, Marfia G, Alessandri G, Corsi F, Parati EA, Pareyson D, Poletti A.",PLoS One. 2014;9(11):e112746. doi: 10.1371/journal.pone.0112746.,11/14/2014,2014
2662,25408365,"Theory of mind, empathy and neuropsychological functioning in X-linked spinal and bulbar muscular atrophy: a controlled study of 20 patients.","Di Rosa E, Sorarù G, Kleinbub JR, Calvo V, Vallesi A, Querin G, Marcato S, Grasso I, Palmieri A.",J Neurol. 2015 Feb;262(2):394-401. doi: 10.1007/s00415-014-7567-5. Epub 2014 Nov 20.,11/20/2014,2014
2665,25413076,[Comparison of clinical and physiological characteristics between Kennedy disease and amyotrophic lateral sclerosis].,"Yang J, Wang Q, Lin L, Wang D, Zheng H, Guan Y.",Nan Fang Yi Ke Da Xue Xue Bao. 2014 Nov;34(11):1688-92. Chinese.,11/22/2014,2014
2668,25449081,[Investigation of a family with Kennedy disease by genetic analysis].,"Fan R, Zhang L, Zhang J, Shao B, Pan D, Lyu J.",Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2014 Dec;31(6):750-3. doi: 10.3760/cma.j.issn.1003-9406.2014.06.015. Chinese.,12/3/2014,2014
2671,25449082,[Molecular diagnosis for a patient with Kennedy disease].,"Tan J, Huang S, Wang H, Cai R, Zhao X.",Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2014 Dec;31(6):754-6. doi: 10.3760/cma.j.issn.1003-9406.2014.06.016. Chinese.,12/3/2014,2014
2675,25569348,Protein arginine methyltransferase 6 enhances polyglutamine-expanded androgen receptor function and toxicity in spinal and bulbar muscular atrophy.,"Scaramuzzino C, Casci I, Parodi S, Lievens PM, Polanco MJ, Milioto C, Chivet M, Monaghan J, Mishra A, Badders N, Aggarwal T, Grunseich C, Sambataro F, Basso M, Fackelmayer FO, Taylor JP, Pandey UB, Pennuto M.",Neuron. 2015 Jan 7;85(1):88-100. doi: 10.1016/j.neuron.2014.12.031.,1/9/2015,2015
2679,25607836,Fighting polyglutamine disease by wrestling with SUMO.,"Craig TJ, Henley JM.",J Clin Invest. 2015 Feb;125(2):498-500. doi: 10.1172/JCI80278. Epub 2015 Jan 20.,1/22/2015,2015
2683,25607844,Disrupting SUMOylation enhances transcriptional function and ameliorates polyglutamine androgen receptor-mediated disease.,"Chua JP, Reddy SL, Yu Z, Giorgetti E, Montie HL, Mukherjee S, Higgins J, McEachin RC, Robins DM, Merry DE, Iñiguez-Lluhí JA, Lieberman AP.",J Clin Invest. 2015 Feb;125(2):831-45. doi: 10.1172/JCI73214. Epub 2015 Jan 20.,1/22/2015,2015
2687,25663674,Contractile dysfunction in muscle may underlie androgen-dependent motor dysfunction in spinal bulbar muscular atrophy.,"Oki K, Halievski K, Vicente L, Xu Y, Zeolla D, Poort J, Katsuno M, Adachi H, Sobue G, Wiseman RW, Breedlove SM, Jordan CL.",J Appl Physiol (1985). 2015 Apr 1;118(7):941-52. doi: 10.1152/japplphysiol.00886.2014. Epub 2015 Feb 5.,2/11/2015,2015
2691,25719894,Transcriptional profile of muscle following acute induction of symptoms in a mouse model of Kennedy's disease/spinobulbar muscular atrophy.,"Halievski K, Mo K, Westwood JT, Monks DA.",PLoS One. 2015;10(2):e0118120. doi: 10.1371/journal.pone.0118120.,2/27/2015,2015
2694,25736958,Laboratory evaluation of suspected motor neuron disease: A survey of physicians.,"Sanderson AB, Novak JC, Nash SM, Kolb SJ, Kissel JT.",Muscle Nerve. 2015 Jul;52(1):83-7. doi: 10.1002/mus.24639. Epub 2015 May 14.,3/5/2015,2015
2697,25754809,"Teaching video NeuroImages: hand tremor, tongue and perioral fasciculation in a patient with Kennedy disease.","Rohani M, Miri S.",Neurology. 2015 Mar 10;84(10):e76. doi: 10.1212/WNL.0000000000001340. No abstract available.,3/11/2015,2015
2701,25795778,Proteasome-mediated proteolysis of the polyglutamine-expanded androgen receptor is a late event in spinal and bulbar muscular atrophy (SBMA) pathogenesis.,"Heine EM, Berger TR, Pluciennik A, Orr CR, Zboray L, Merry DE.",J Biol Chem. 2015 May 15;290(20):12572-84. doi: 10.1074/jbc.M114.617894. Epub 2015 Mar 20.,3/22/2015,2015
2705,25811990,Genotype-phenotype correlation in Chinese patients with spinal and bulbar muscular atrophy.,"Ni W, Chen S, Qiao K, Wang N, Wu ZY.",PLoS One. 2015;10(3):e0122279. doi: 10.1371/journal.pone.0122279.,3/27/2015,2015
2708,25828775,"Morphological changes of skeletal muscle in spinal and bulbar muscular atrophy (SBMA), Kennedy's disease: a case report.","Acewicz A, Wierzba-Bobrowicz T, Lewandowska E, Sienkiewicz-Jarosz H, Sulek A, Antczak J, Rakowicz M, Ryglewicz D.",Clin Neuropathol. 2015 Jul-Aug;34(4):199-206. doi: 10.5414/NP300829.,4/2/2015,2015
2711,25857692,Kennedy's disease and partial androgen insensitivity syndrome. Report of 4 cases and literature review.,"Valera Yepes R, Virgili Casas M, Povedano Panades M, Guerrero Gual M, Villabona Artero C.","Endocrinol Nutr. 2015 May;62(5):224-30. doi: 10.1016/j.endonu.2015.02.008. Epub 2015 Apr 6. English, Spanish.",4/11/2015,2015
2715,25889790,Effect of thymic stimulation of CD4+ T cell expansion on disease onset and progression in mutant SOD1 mice.,"Sheean RK, Weston RH, Perera ND, D'Amico A, Nutt SL, Turner BJ.",J Neuroinflammation. 2015 Feb 27;12:40. doi: 10.1186/s12974-015-0254-3.,4/19/2015,2015
2718,25904795,Distinct Etiological Roles for Myocytes and Motor Neurons in a Mouse Model of Kennedy's Disease/Spinobulbar Muscular Atrophy.,"Ramzan F, McPhail M, Rao P, Mo K, Halievski K, Swift-Gallant A, Mendoza-Viveros L, Cheng HY, Monks DA.",J Neurosci. 2015 Apr 22;35(16):6444-51. doi: 10.1523/JNEUROSCI.3599-14.2015.,4/24/2015,2015
2721,25913211,A functional scale for spinal and bulbar muscular atrophy: Cross-sectional and longitudinal study.,"Hashizume A, Katsuno M, Suzuki K, Banno H, Suga N, Mano T, Araki A, Hijikata Y, Grunseich C, Kokkinis A, Hirakawa A, Watanabe H, Yamamoto M, Fischbeck KH, Sobue G.",Neuromuscul Disord. 2015 Jul;25(7):554-62. doi: 10.1016/j.nmd.2015.03.008. Epub 2015 Mar 20.,4/29/2015,2015
2725,25929689,Androgen-dependent loss of muscle BDNF mRNA in two mouse models of SBMA.,"Halievski K, Henley CL, Domino L, Poort JE, Fu M, Katsuno M, Adachi H, Sobue G, Breedlove SM, Jordan CL.",Exp Neurol. 2015 Jul;269:224-32. doi: 10.1016/j.expneurol.2015.04.013. Epub 2015 Apr 27.,5/2/2015,2015
2728,25979114,Serine phosphorylation and arginine methylation at the crossroads to neurodegeneration.,"Basso M, Pennuto M.",Exp Neurol. 2015 Sep;271:77-83. doi: 10.1016/j.expneurol.2015.05.003. Epub 2015 May 12. Review.,5/17/2015,2015
2732,26019432,Fasciculations masquerading as minipolymyoclonus in bulbospinal muscular atrophy.,"Bhat S, Ma W, Kozochonok E, Chokroverty S.",Ann Indian Acad Neurol. 2015 Apr-Jun;18(2):249-51. doi: 10.4103/0972-2327.150624.,5/29/2015,2015
2735,26059445,Spontaneous activity in electromyography may differentiate certain benign lower motor neuron disease forms from amyotrophic lateral sclerosis.,"Jokela ME, Jääskeläinen SK, Sandell S, Palmio J, Penttilä S, Saukkonen A, Soikkeli R, Udd B.",J Neurol Sci. 2015 Aug 15;355(1-2):143-6. doi: 10.1016/j.jns.2015.06.002. Epub 2015 Jun 3.,6/11/2015,2015
2739,26069122,Clinical Characteristics and Genotype-Phenotype Correlation of Korean Patients with Spinal and Bulbar Muscular Atrophy.,"Song JS, Kim KA, Min JH, Ki CS, Kim JW, Sung DH, Kim BJ.",Yonsei Med J. 2015 Jul;56(4):993-7. doi: 10.3349/ymj.2015.56.4.993.,6/13/2015,2015
2742,26178507,[Upper motor neuron involvement in Kennedy disease evaluated by triple stimulation technique].,"Xu Y, Zhang S, Fan D.",Zhonghua Yi Xue Za Zhi. 2015 May 19;95(19):1522-5. Chinese.,7/17/2015,2015
2745,26206601,"210th ENMC International Workshop: Research and clinical management of patients with spinal and bulbar muscular atrophy, 27-29 March, 2015, Naarden, The Netherlands.","Pennuto M, Greensmith L, Pradat PF, Sorarù G; European SBMA Consortium.",Neuromuscul Disord. 2015 Oct;25(10):802-12. doi: 10.1016/j.nmd.2015.06.462. Epub 2015 Jun 19. No abstract available.,7/25/2015,2015
2748,26231218,Silencing neuronal mutant androgen receptor in a mouse model of spinal and bulbar muscular atrophy.,"Sahashi K, Katsuno M, Hung G, Adachi H, Kondo N, Nakatsuji H, Tohnai G, Iida M, Bennett CF, Sobue G.",Hum Mol Genet. 2015 Nov 1;24(21):5985-94. doi: 10.1093/hmg/ddv300. Epub 2015 Jul 30.,8/2/2015,2015
2752,26273686,A randomized controlled trial of exercise in spinal and bulbar muscular atrophy.,"Shrader JA, Kats I, Kokkinis A, Zampieri C, Levy E, Joe GO, Woolstenhulme JG, Drinkard BE, Smith MR, Ching W, Ghosh L, Fox D, Auh S, Schindler AB, Fischbeck KH, Grunseich C.",Ann Clin Transl Neurol. 2015 Jul;2(7):739-47. doi: 10.1002/acn3.208. Epub 2015 May 7.,8/15/2015,2015
2755,26298608,Spinal and bulbar muscular atrophy and Charcot-Marie-Tooth type 1A: Co-existence of two rare neuromuscular genetic diseases in the same patient.,"Sagnelli A, Scaioli V, Piscosquito G, Salsano E, Dalla Bella E, Gellera C, Pareyson D.",Neuromuscul Disord. 2015 Oct;25(10):800-1. doi: 10.1016/j.nmd.2015.07.015. Epub 2015 Jul 29.,8/25/2015,2015
2759,26308581,Nemo-like kinase is a novel regulator of spinal and bulbar muscular atrophy.,"Todd TW, Kokubu H, Miranda HC, Cortes CJ, La Spada AR, Lim J.",Elife. 2015 Aug 26;4:e08493. doi: 10.7554/eLife.08493.,8/27/2015,2015
2762,26363965,Myotonia-like symptoms in a patient with spinal and bulbar muscular atrophy.,"Araki K, Nakanishi H, Nakamura T, Atsuta N, Yamada S, Hijikata Y, Hashizume A, Suzuki K, Katsuno M, Sobue G.",Neuromuscul Disord. 2015 Nov;25(11):913-5. doi: 10.1016/j.nmd.2015.08.006. Epub 2015 Aug 20.,9/14/2015,2015
2765,26428534,Mitochondrial implications in bulbospinal muscular atrophy (Kennedy disease).,"Finsterer J, Mishra A, Wakil S, Pennuto M, Soraru G.",Amyotroph Lateral Scler Frontotemporal Degener. 2015 Jan-Feb;17(1-2):112-8. doi: 10.3109/21678421.2015.1089910. Epub 2015 Oct 1.,10/3/2015,2015
2769,26453288,Identification of novel polyglutamine-expanded aggregation species in spinal and bulbar muscular atrophy.,"Berger TR, Montie HL, Jain P, Legleiter J, Merry DE.",Brain Res. 2015 Dec 2;1628(Pt B):254-64. doi: 10.1016/j.brainres.2015.09.033. Epub 2015 Oct 8.,10/11/2015,2015
2772,26482145,Onset Manifestations of Spinal and Bulbar Muscular Atrophy (Kennedy's Disease).,"Finsterer J, Soraru G.",J Mol Neurosci. 2016 Mar;58(3):321-9. doi: 10.1007/s12031-015-0663-x. Epub 2015 Oct 19.,10/21/2015,2015
2775,26481168,Spinobulbar muscular atrophy (Kennedy's disease): A rare diagnosis in the Greek population.,"Koutsis G, Kladi A, Breza M, Karadima G, Panas M.",J Neurol Sci. 2015 Dec 15;359(1-2):450-1. doi: 10.1016/j.jns.2015.10.021. Epub 2015 Oct 21. No abstract available.,10/21/2015,2015
